RESET----------------------------------------------------------------------
[Segm_allPointsSet_]:1    Size: 0 ----------------------------------------
------------------------------------------------------------------------------------------
[Segm_allPointsSet_]:2    Size: 0 ----------------------------------------
------------------------------------------------------------------------------------------
[Segm_allPointsSet_]:3    Size: 339 ----------------------------------------
4473885.8750	589436.8750	0.0000
4473886.6250	589395.6250	0.0000
4473888.8750	589471.3750	0.0000
4473891.3750	589436.1250	0.0000
4473892.8750	589435.8750	0.0000
4473894.1250	589435.6250	0.0000
4473894.1250	589436.1250	0.0000
4473894.3750	589435.6250	0.0000
4473894.8750	589424.8750	0.0000
4473894.8750	589425.3750	0.0000
4473895.1250	589425.1250	0.0000
4473895.1250	589425.6250	0.0000
4473895.1250	589425.8750	0.0000
4473895.1250	589426.1250	0.0000
4473895.1250	589426.3750	0.0000
4473895.1250	589426.6250	0.0000
4473895.1250	589426.8750	0.0000
4473895.3750	589426.8750	0.0000
4473895.3750	589427.1250	0.0000
4473895.3750	589427.3750	0.0000
4473895.3750	589427.6250	0.0000
4473895.3750	589427.8750	0.0000
4473895.3750	589428.1250	0.0000
4473895.3750	589428.3750	0.0000
4473895.3750	589428.6250	0.0000
4473895.3750	589428.8750	0.0000
4473895.3750	589429.1250	0.0000
4473895.3750	589429.3750	0.0000
4473895.3750	589429.6250	0.0000
4473895.3750	589435.3750	0.0000
4473895.6250	589429.3750	0.0000
4473895.6250	589429.8750	0.0000
4473895.6250	589430.3750	0.0000
4473895.6250	589430.6250	0.0000
4473895.6250	589430.8750	0.0000
4473895.6250	589431.1250	0.0000
4473895.8750	589431.1250	0.0000
4473895.8750	589431.3750	0.0000
4473895.8750	589435.3750	0.0000
4473896.1250	589432.3750	0.0000
4473896.3750	589432.3750	0.0000
4473896.3750	589432.6250	0.0000
4473896.3750	589432.8750	0.0000
4473896.3750	589433.1250	0.0000
4473896.3750	589433.3750	0.0000
4473896.3750	589433.6250	0.0000
4473896.3750	589433.8750	0.0000
4473896.3750	589434.1250	0.0000
4473896.6250	589434.1250	0.0000
4473896.6250	589434.3750	0.0000
4473896.6250	589434.6250	0.0000
4473896.6250	589434.8750	0.0000
4473896.6250	589435.1250	0.0000
4473896.8750	589443.1250	0.0000
4473897.1250	589443.3750	0.0000
4473897.8750	589432.3750	0.0000
4473904.1250	589437.3750	0.0000
4473910.8750	589389.8750	0.0000
4473912.1250	589389.8750	0.0000
4473912.3750	589389.6250	0.0000
4473912.8750	589419.6250	0.0000
4473913.1250	589419.6250	0.0000
4473913.3750	589418.8750	0.0000
4473913.3750	589419.1250	0.0000
4473913.3750	589419.6250	0.0000
4473913.6250	589418.8750	0.0000
4473913.8750	589418.6250	0.0000
4473913.8750	589418.8750	0.0000
4473915.1250	589413.8750	0.0000
4473915.1250	589423.6250	0.0000
4473915.3750	589413.6250	0.0000
