RESET----------------------------------------------------------------------
[Segm_cellCentrePointsSet_]:1    Size: 0 ----------------------------------------
------------------------------------------------------------------------------------------
[Segm_cellCentrePointsSet_]:2    Size: 834 ----------------------------------------
4507124.8750	575367.3750	0.0000
4507124.8750	575367.6250	0.0000
4507124.8750	575367.8750	0.0000
4507124.8750	575376.6250	0.0000
4507125.1250	575392.8750	0.0000
4507130.1250	575330.3750	0.0000
4507130.1250	575403.3750	0.0000
4507130.3750	575401.8750	0.0000
4507130.6250	575330.1250	0.0000
4507130.6250	575371.3750	0.0000
4507130.8750	575329.6250	0.0000
4507130.8750	575371.1250	0.0000
4507131.1250	575367.3750	0.0000
4507131.3750	575366.8750	0.0000
4507131.3750	575367.3750	0.0000
4507131.3750	575367.6250	0.0000
4507131.6250	575367.1250	0.0000
4507131.6250	575367.3750	0.0000
4507131.8750	575397.6250	0.0000
4507132.3750	575337.6250	0.0000
4507132.6250	575355.3750	0.0000
4507133.3750	575355.1250	0.0000
4507133.3750	575355.3750	0.0000
4507133.6250	575337.3750	0.0000
4507133.8750	575357.3750	0.0000
4507133.8750	575357.6250	0.0000
4507133.8750	575358.1250	0.0000
4507133.8750	575358.6250	0.0000
4507133.8750	575359.3750	0.0000
4507133.8750	575365.1250	0.0000
4507134.3750	575359.1250	0.0000
4507134.3750	575367.6250	0.0000
4507134.6250	575366.1250	0.0000
4507134.6250	575366.3750	0.0000
4507134.6250	575366.6250	0.0000
4507134.6250	575367.3750	0.0000
4507134.8750	575367.1250	0.0000
4507134.8750	575367.3750	0.0000
4507135.1250	575366.6250	0.0000
4507135.1250	575368.3750	0.0000
4507135.3750	575368.8750	0.0000
4507135.3750	575369.1250	0.0000
4507135.6250	575368.1250	0.0000
4507135.8750	575369.6250	0.0000
4507136.1250	575368.3750	0.0000
4507136.1250	575368.6250	0.0000
4507136.1250	575368.8750	0.0000
4507136.6250	575368.3750	0.0000
4507136.6250	575397.6250	0.0000
4507136.8750	575399.1250	0.0000
4507137.3750	575329.6250	0.0000
4507137.3750	575398.1250	0.0000
4507137.3750	575398.3750	0.0000
4507137.6250	575399.1250	0.0000
4507137.6250	575399.8750	0.0000
4507137.8750	575398.6250	0.0000
4507137.8750	575399.3750	0.0000
4507138.1250	575400.6250	0.0000
4507138.3750	575399.6250	0.0000
4507138.6250	575415.3750	0.0000
4507139.6250	575359.3750	0.0000
4507139.6250	575376.3750	0.0000
4507139.8750	575358.6250	0.0000
4507140.1250	575359.1250	0.0000
4507140.3750	575360.1250	0.0000
4507140.3750	575407.1250	0.0000
4507140.3750	575407.3750	0.0000
4507140.3750	575407.6250	0.0000
4507140.6250	575360.6250	0.0000
